no,dosya,arsiv_yolu,grup,kaynak,surum,kaynak_degistirme_tarihi,bayt,sha256,ayni_icerik_kopya_sayisi
NC-ARS-182,NAVIAR-CARE_Belge-Listesi_2026-09-05.html,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Belge-Listesi_2026-09-05.html,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Belge-Listesi_2026-09-05.html,,2026-09-05T21:18:16.633895Z,31316,e35e819507255bfd50add677cce37b503ae3495b142976da07c4ea3798725049,1
NC-ARS-183,NAVIAR-CARE_Belge-Listesi_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Belge-Listesi_2026-09-05.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Belge-Listesi_2026-09-05.md,,2026-09-05T21:18:16.689023Z,17627,f164b96ec2ab6579ec5c170f06ea6191bb8886b85e36c50173fc0a9f305bf5e6,1
NC-ARS-184,NAVIAR-CARE_Dosya-Envanteri_2026-09-05.csv,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Dosya-Envanteri_2026-09-05.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Dosya-Envanteri_2026-09-05.csv,1,2026-09-05T21:18:16.677898Z,39388,4f3740b85e6d8511709eb8d2ee8bf69ce0922922ee3716f87b9124ab585bb4be,1
NC-ARS-185,NAVIAR-CARE_SRC03_Arsiv-Kaydi_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Arsiv-Kaydi_2026-09-05.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Arsiv-Kaydi_2026-09-05.md,,2026-09-05T21:25:55.182651Z,1535,e0b7428dfecb0b0769073cf7d36e5081ef908e3bf9747763c05c123454e92d6c,1
NC-ARS-186,NAVIAR-CARE_SRC03_Arsiv_2026-09-05.zip,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Arsiv_2026-09-05.zip,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Arsiv_2026-09-05.zip,,2026-09-05T21:25:55.148791Z,412267,1edfb6917906cccedfe910a3c54939f64638a6e92e01b3d920565a0bbd7c5c16,1
NC-ARS-187,NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.html,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.html,,2026-09-05T21:25:55.174599Z,8648,b34573945eba86342607f7565c601df8bc3b7b23ab18f6d644b229fc1c501fac,1
NC-ARS-188,NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Belge-Listesi_2026-09-05.md,,2026-09-05T21:25:55.167826Z,5264,f5194fc467a63304847e63a39e86b47effcd036da8966f1874bc7c4469a3c900,1
NC-ARS-189,NAVIAR-CARE_SRC03_Dosya-Envanteri_2026-09-05.csv,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Dosya-Envanteri_2026-09-05.csv,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/05_ARSIV_2026-09-05/SRC-03/NAVIAR-CARE_SRC03_Dosya-Envanteri_2026-09-05.csv,,2026-09-05T21:25:55.207714Z,5358,7fb372eaae7272fedaeeef97c0de1e75651b5aaf56f2ab624b8ca91c7af4542a,1
NC-ARS-190,06_DELETION-GATE.md,02_PROJE_KAYITLARI/NAVIAR CARE/06_DELETION-GATE.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/06_DELETION-GATE.md,,2026-09-05T12:53:07.261198Z,816,bfee967f057c075ffb716e120fbd8d613b53632fd4260b94982c2f7dc4f65eca,1
NC-ARS-191,CONCEPT.md,02_PROJE_KAYITLARI/NAVIAR CARE/CONCEPT.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/CONCEPT.md,,2026-09-05T10:24:35.476551Z,5002,963dd9cc9140323574402cfb63477551a64ef283e8d045cbf2ec747ee2698bd9,2
NC-ARS-192,NAVIAR-001_QA_v0.3.png,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-001_QA_v0.3.png,Marka ve tasarım,/NAVIAR CARE/NAVIAR-001_QA_v0.3.png,,2026-09-05T00:43:13.582471Z,138960,5a69d21d26990232bb2141aab1bd41828b02d12f6fa7659d4115e514072dfedd,1
NC-ARS-193,NAVIAR-CARE-001-WEB-01_DOC-009_PLATFORM-STUDIO.html,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-009_PLATFORM-STUDIO.html,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-009_PLATFORM-STUDIO.html,,2026-09-05T10:13:42.363360Z,15182,1e2f36613a5f94913b7b481a71326d7b636a32e8a2d423a4f287483026e849c3,2
NC-ARS-194,NAVIAR-CARE-001-WEB-01_DOC-009_STUDIO_v2.2.html,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-009_STUDIO_v2.2.html,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-009_STUDIO_v2.2.html,1,2026-09-05T10:17:51.368308Z,17592,c6269266b0e1aa77bf7546b32764e4658dddbf1999f2ceeb0acd95a8cb259e7e,2
NC-ARS-195,NAVIAR-CARE-001-WEB-01_DOC-010_FINAL-TESLIM_v2.4.html,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-010_FINAL-TESLIM_v2.4.html,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/NAVIAR-CARE-001-WEB-01_DOC-010_FINAL-TESLIM_v2.4.html,,2026-09-05T15:33:27.155410Z,10286,615f96be0e9ce851c167e38f23158b89dcdfd738dfdc717aa98273cfd7fb77e5,2
NC-ARS-196,NAVIAR-CARE-001_STANDARD_QA_v0.2.png,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,Marka ve tasarım,/NAVIAR CARE/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,,2026-09-05T00:43:13.820256Z,280117,7b48284d21dc33cb18584d025f0f39597cb275c41564bb0b5e030a35c9560e3b,3
NC-ARS-197,NAVIAR-CARE_PROJE-DUZENI.md,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-CARE_PROJE-DUZENI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/NAVIAR-CARE_PROJE-DUZENI.md,5,2026-09-05T21:28:54.203369Z,19112,8d424b44417be10c8d0b96b6f53bc61988828f551333c334b7e6ecc2c40bfeea,1
NC-ARS-198,NAVIAR-MASTER-ARCHIVE-2026-09-05.zip,02_PROJE_KAYITLARI/NAVIAR CARE/NAVIAR-MASTER-ARCHIVE-2026-09-05.zip,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/NAVIAR-MASTER-ARCHIVE-2026-09-05.zip,,2026-09-05T12:52:56.585285Z,880776,8da8c26d5d4a04e903a4ab05766ba00a1526a076fcf189ac66e40d878ecc02e6,1
NC-ARS-199,00_PROJECT_DASHBOARD.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/00_PROJECT_DASHBOARD.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/00_PROJECT_DASHBOARD.md,,2026-09-04T19:44:48.658506Z,1500,0511e9f667f064ae983484e3bf890b844c062a1535de33435dcabf3a9cc69d09,1
NC-ARS-200,01_PROJECT_STORY_AND_TIMELINE.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/01_PROJECT_STORY_AND_TIMELINE.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/01_PROJECT_STORY_AND_TIMELINE.md,,2026-09-04T19:44:48.622079Z,1803,816141a6d2426872208d08bfb5574173de0ce90d85a1f8c5c0f0cbf3aa6a0bcf,1
NC-ARS-201,02_CONCEPT_AND_DECISIONS.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/02_CONCEPT_AND_DECISIONS.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/02_CONCEPT_AND_DECISIONS.md,1,2026-09-05T02:13:01.202735Z,1661,d5c9bad02a20668e6979b7f897eba9ef0d47d971171888fac8d7e82f5160fc70,1
NC-ARS-202,03_PHASE_STATUS_NEXT_PLAN.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/03_PHASE_STATUS_NEXT_PLAN.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/03_PHASE_STATUS_NEXT_PLAN.md,,2026-09-04T19:44:48.627974Z,1265,31d8bef4ea3b8ba0797d7a0a857cececc157c07c1da4597408b047451d08f757,1
NC-ARS-203,04_SOURCE_AND_CODE_REGISTER.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/04_SOURCE_AND_CODE_REGISTER.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/04_SOURCE_AND_CODE_REGISTER.md,,2026-09-04T19:44:48.619484Z,1298,d678ad540cb260b1bace2e81f28fb47773fe0b4a6463004684c11b5595516428,1
NC-ARS-204,05_WEB_CODE_DOCUMENT.html,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/05_WEB_CODE_DOCUMENT.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/05_WEB_CODE_DOCUMENT.html,,2026-09-04T19:44:48.646173Z,3003,db03cd826c5c696d470464fda3369c7143ea8ecda7bf7d4ef893c50d880ea5f5,1
NC-ARS-205,06_CHANGE_LOG.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/06_CHANGE_LOG.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/06_CHANGE_LOG.md,2,2026-09-05T02:13:01.288648Z,1708,3f6d27d441f4f460ee93760cf0e7a893c0797522222e2d6ee950582d2046223d,1
NC-ARS-206,07_DELIVERY_CHECKLIST.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/07_DELIVERY_CHECKLIST.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/07_DELIVERY_CHECKLIST.md,,2026-09-04T19:44:48.645855Z,1082,d528c1bea3d28bc03dc3d00ca1c71848b859ca824f270d65879f786c9e369e63,1
NC-ARS-207,08_WEB_PAGE.html,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/08_WEB_PAGE.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/08_WEB_PAGE.html,2,2026-09-05T02:13:01.689357Z,15280,256069cdd0da392a8c1acc28671888c4105343503ca4d506ef097d847638dfdd,1
NC-ARS-208,09_CONCEPT_AND_CONTENT.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/09_CONCEPT_AND_CONTENT.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/09_CONCEPT_AND_CONTENT.md,1,2026-09-05T02:13:01.252113Z,5982,53bbd6216026221143019c2649003033565339d5a3151025ff4ef135f30777c5,1
NC-ARS-209,10_SOURCE_PACKAGE.zip,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/10_SOURCE_PACKAGE.zip,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/10_SOURCE_PACKAGE.zip,1,2026-09-05T02:13:01.204978Z,22639,472225c025d3182090f3797cb3e2027cdc4d241eba5e4a7d446aa7767903e14b,1
NC-ARS-210,P-011_COOKIE1_ARSIV_2026-09-05_v1.0.zip,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_ARSIV_2026-09-05_v1.0.zip,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_ARSIV_2026-09-05_v1.0.zip,,2026-09-05T21:33:11.149019Z,535366,b7bd6512893ff6d55ef5ee2de2f4e05bf67faf73a9066d4561d12851f2e15f3a,1
NC-ARS-211,P-011_COOKIE1_ARSIV_SHA256.txt,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_ARSIV_SHA256.txt,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_ARSIV_SHA256.txt,,2026-09-05T21:33:11.186157Z,106,34f233df438c3499d29ff3a4ac6e18f59da194290acb1da6fca7079f9407df3a,1
NC-ARS-212,P-011_COOKIE1_Dosya_Envanteri.csv,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Dosya_Envanteri.csv,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Dosya_Envanteri.csv,,2026-09-05T21:33:11.189995Z,11394,ea08fcfce1b3c03232af41bdf10fe29aa6d40f7766eb9cfd66f57da18c0ad749,1
NC-ARS-213,P-011_COOKIE1_Dosya_Listesi.html,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Dosya_Listesi.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Dosya_Listesi.html,,2026-09-05T21:33:11.211583Z,14877,8d6f90f50b5e34241a719cb8e464322a18c752c8427c0b78f6791283c8ac2b44,1
NC-ARS-214,P-011_COOKIE1_Proje_Belgesi_v1.0.docx,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Proje_Belgesi_v1.0.docx,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/DRAFT-NC-COOKIE1/ARSIV-2026-09-05/P-011_COOKIE1_Proje_Belgesi_v1.0.docx,,2026-09-05T21:33:11.194823Z,47459,534c67cd86b5dd2004a16be133d5aff24eb4579a4f65d8c62691ad3191810d1c,1
NC-ARS-215,P-011_DURUM_VE_KAYNAKLAR_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/P-011_NAVIAR_CARE/P-011_DURUM_VE_KAYNAKLAR_2026-09-05.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/P-011_NAVIAR_CARE/P-011_DURUM_VE_KAYNAKLAR_2026-09-05.md,,2026-09-05T15:34:20.626793Z,2812,bee9c6a101f49d895d81e505c9c3f07635d39b0aa85871166123b41d4649e0c1,1
NC-ARS-216,PLATFORM-DECISION.md,02_PROJE_KAYITLARI/NAVIAR CARE/PLATFORM-DECISION.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/PLATFORM-DECISION.md,,2026-09-05T10:24:37.608961Z,4934,891710fd3b0b7ad7977f1df4267856e6f4faa59def6fd1d185314505067468a7,2
NC-ARS-217,QA-REPORT.md,02_PROJE_KAYITLARI/NAVIAR CARE/QA-REPORT.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/QA-REPORT.md,,2026-09-05T10:24:39.166903Z,2263,56cd3924d717568ae58097fedbc8f0f7fa6bd754a41ada8729870e620579e41f,2
NC-ARS-218,README(1).md,02_PROJE_KAYITLARI/NAVIAR CARE/README(1).md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/README(1).md,,2026-09-05T12:52:58.958915Z,1711,24233c2b3dc295cda4dd67b5cb7fb856c1577b2775aba067508b47eb891002f6,1
NC-ARS-219,README.md,02_PROJE_KAYITLARI/NAVIAR CARE/README.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/README.md,,2026-09-05T10:24:33.637811Z,1962,5b75f51a9b263df1f4d5834908ee841badbbc20efc7c39277e2097ac02ac952c,2
NC-ARS-220,WEB-2026-002-NAVIAR-CARE-STUDIO.zip,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO.zip,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO.zip,,2026-09-05T10:24:32.011085Z,41760,1d9a603123c05a894ae923d949e39e2a66bf466c4711545302eb3527c56a2d4d,1
NC-ARS-221,README.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/README.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/README.md,,2026-09-05T15:41:01.565979Z,1962,5b75f51a9b263df1f4d5834908ee841badbbc20efc7c39277e2097ac02ac952c,2
NC-ARS-222,app.js,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/app.js,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/app.js,,2026-09-05T15:41:01.490344Z,31429,4237ccecb7336175490d5e91dc9a062b36bb3c3829b67bd6c6aeaea18648bb9c,1
NC-ARS-223,NAVIAR-CARE-001_master_candidate_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/brand/NAVIAR-CARE-001_master_candidate_v0.2.svg,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/brand/NAVIAR-CARE-001_master_candidate_v0.2.svg,,2026-09-05T15:41:01.514510Z,1645,93d1f2b1485a103ad419b5da6f627f90c57e94b0bc872ca7e2e798f94ce45491,2
NC-ARS-224,site-content.json,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/content/site-content.json,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/content/site-content.json,,2026-09-05T15:41:01.518481Z,3411,963989bbd01ecdf255df735ee790ff16f747ba8979b3e176ac43e118abb6c8cb,1
NC-ARS-225,CMS-CONTENT-MODEL.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CMS-CONTENT-MODEL.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CMS-CONTENT-MODEL.md,,2026-09-05T15:41:01.588896Z,956,9de9b0a9979f1641b918df924855a4af33ca7a01c63b3f5688696dc11b655295,1
NC-ARS-226,CONCEPT.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CONCEPT.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CONCEPT.md,,2026-09-05T15:41:01.495865Z,5002,963dd9cc9140323574402cfb63477551a64ef283e8d045cbf2ec747ee2698bd9,2
NC-ARS-227,CONTENT-GUIDE.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CONTENT-GUIDE.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/CONTENT-GUIDE.md,,2026-09-05T15:41:01.596091Z,1347,2e3bc3c6d13f51547f2586903ac52fe36fe852bab28e38d02efde296f0c367ad,1
NC-ARS-228,DECISION-LOG.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/DECISION-LOG.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/DECISION-LOG.md,,2026-09-05T15:41:01.518257Z,2075,36991fc8080a73ecd1049f324d76cccf5503bc024ef661529fc043994a23e8d4,1
NC-ARS-229,PLATFORM-DECISION.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/PLATFORM-DECISION.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/PLATFORM-DECISION.md,,2026-09-05T15:41:01.572354Z,4934,891710fd3b0b7ad7977f1df4267856e6f4faa59def6fd1d185314505067468a7,2
NC-ARS-230,PROJECT-CARD.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/PROJECT-CARD.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/PROJECT-CARD.md,,2026-09-05T15:41:01.602292Z,1121,2db5ef838a81e58a6502b71107f04e28b26e15b67dea8c2b9f2c742a187690e3,1
NC-ARS-231,QA-REPORT.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/QA-REPORT.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/QA-REPORT.md,,2026-09-05T15:41:01.596323Z,2263,56cd3924d717568ae58097fedbc8f0f7fa6bd754a41ada8729870e620579e41f,2
NC-ARS-232,ROADMAP.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/ROADMAP.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/ROADMAP.md,,2026-09-05T15:41:01.556924Z,1408,d75d0d7f998ef2abd6f69afdda20289e4b8db53080c7c0e0d0e8628a17ee305a,1
NC-ARS-233,SERVICE-BLUEPRINT.md,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/SERVICE-BLUEPRINT.md,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/docs/SERVICE-BLUEPRINT.md,,2026-09-05T15:41:01.583353Z,1700,25c3ede11d15ed71eeff69c8a6c4bff91a5e47dc9e3d6b37aadefa9d869e652f,1
NC-ARS-234,index.html,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/index.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/index.html,,2026-09-05T15:41:01.576830Z,19207,48751cdb3710a13b2ff2cf21f790d80124485e52a0048e7f73a447d5b0f8d82f,1
NC-ARS-235,personvern.html,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/personvern.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/personvern.html,,2026-09-05T15:41:01.534773Z,5873,16ad2557db81b82137f03c362f5018849c1e134d9569c74b55cb401df0918b9b,1
NC-ARS-236,robots.txt,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/robots.txt,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/robots.txt,,2026-09-05T15:41:01.588669Z,26,331ea9090db0c9f6f597bd9840fd5b171830f6e0b3ba1cb24dfa91f0c95aedc1,1
NC-ARS-237,check.mjs,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/scripts/check.mjs,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/scripts/check.mjs,,2026-09-05T15:41:01.602042Z,3779,21c3e0ee5a62cb5f6a5e7c1422c6700be991f048d1c7fda5b0968247395b4a22,1
NC-ARS-238,styles.css,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/styles.css,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/styles.css,,2026-09-05T15:41:01.507367Z,26714,82b9fc8a601cb4c66ab7e16dab9114417e2abf88cdc7581414ed0f2fd218cd8c,1
NC-ARS-239,vercel.json,02_PROJE_KAYITLARI/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/vercel.json,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/WEB-2026-002-NAVIAR-CARE-STUDIO/vercel.json,,2026-09-05T15:41:01.509165Z,537,5dc87b6b509bdbae0ba7223181d39f4fbd0323a31faffe56d4983c6a5c189f3e,1
NC-ARS-240,concepts_6_naviar.png,02_PROJE_KAYITLARI/NAVIAR CARE/concepts_6_naviar.png,Marka ve tasarım,/NAVIAR CARE/concepts_6_naviar.png,,2026-09-05T00:43:13.894762Z,956405,b0477cd6f38d4e3f9c96454c31c594840402d4d82fb370f11c5f3dcfc436371a,1
NC-ARS-241,NAVIAR-CARE-001_STANDARD_QA_v0.2.png,02_PROJE_KAYITLARI/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,Marka ve tasarım,/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,,2026-09-05T00:43:47.802167Z,280117,7b48284d21dc33cb18584d025f0f39597cb275c41564bb0b5e030a35c9560e3b,3
NC-ARS-242,NAVIAR-CARE_P-011_STUDIO_DEMO.html,02_PROJE_KAYITLARI/NAVIAR-CARE_P-011_STUDIO_DEMO.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR-CARE_P-011_STUDIO_DEMO.html,,2026-09-05T10:14:12.947799Z,75399,26f0526041fc146d10d22943794b91957b815fa1bd427f8446171480b62f1a8e,1
